locus_tag	GRYC_note
C1_08310W_A	Phenotype:decreased resistance to chemicals (null), viable (null)viable (null)
C1_08320W_A	Phenotype:viable (null)viable (null)viable (null)
C1_08330C_A	Alcohol dehydrogenase; soluble in hyphae; expression regulated by white-opaque switching; regulated by Ssn6; indued by Mnl1 in weak acid stress; protein enriched in stationary phase yeast cultures; Spider biofilm induced
C1_08340C_A	Phenotype:viable (null)viable (null)viable (null)viable (null)
C1_08350C_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_02630, <i>C. parapsilosis CDC317</i> : CPAR2_206910, <i>Candida tenuis NRRL Y-1498</i> : cten_CGOB_00051 and <i>Pichia stipitis Pignal</i> : psti_CGOB_00173
C1_08360C_A	Phenotype:absent chlamydospore formation (repressible), absent virulence (repressible), viable (null), absent hyphal growth (repressible), inviable (null), decreased invasive growth (null)
C1_08370W_A	Protein similar to S. cerevisiae Sds24 involved in cell separation during budding; transcript regulated by Mig1 and Tup1; fluconazole-induced; flow model biofilm induced
C1_08380W_A	Phenotype:inviable (repressible)haploinsufficient (null), inviable (repressible)haploinsufficient (null)haploinsufficient (null)
C1_08390C_A	Ortholog(s) have Golgi apparatus, cytosol, nucleus localization
C1_08400C_A	Phenotype:viable (null)
C1_08410C_A	Phenotype:decreased invasive growth (null)
C1_08420W_A	Phenotype:viable (null)viable (null)
C1_08430W_A	Phenotype:viable (null)viable (null)viable (null)
C1_08440C_A	Protein of unknown function; Hap43-induced gene
C1_08450C_A	Phenotype:normal invasive growth (overexpression), absent virulence (misexpression), inviable (activation)viable (null)viable (overexpression)viable (overexpression), decreased germ tube formation (reduction of function), abnormal cellular morphology (activation), absent budding (repressible), viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)inviable (null)inviable (null), inviable (activation)viable (null)viable (overexpression), inviable (repressible)inviable (repressible), inviable (activation)viable (null), abnormal filamentous growth (repressible), abnormal hyphal growth (activation), abnormal hyphal growth (repressible), absent hyphal growth (misexpression), viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)inviable (null)inviable (null)inviable (dominant negative)inviable (dominant negative), increased cell size (repressible), inviable (repressible), viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)inviable (null)inviable (null)inviable (dominant negative), inviable (activation), viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)inviable (null), decreased hyphal growth (misexpression), decreased hyphal growth (repressible)
C1_08460C_A	Phenotype:abnormal colony color (null), viable (null)viable (null)viable (null), increased resistance to chemicals (activation), viable (null), increased anaerobic growth (overexpression), decreased induction of host response (null), viable (null)viable (null)viable (null)viable (null), decreased anaerobic growth (null), decreased resistance to chemicals (null), viable (null)haploinsufficient (null), abnormal chemical compound accumulation (null), decreased virulence (gain of function), increased resistance to chemicals (unspecified), increased resistance to chemicals (gain of function), increased resistance to chemicals (overexpression)
C1_08470W_A	Ortholog(s) have role in mitochondrial respiratory chain complex III assembly and integral to mitochondrial membrane localization
C1_08480C_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null), viable (null), abnormal vacuolar morphology (null), decreased resistance to chemicals (null)
C1_08490W_A	Putative kynureninase; predicted role in NAD biosynthesis; Hap43-repressed gene; flow model biofilm induced
C1_08500C_A	Phenotype:decreased virulence (null), viable (null), inviable (repressible)viable (null)viable (repressible), inviable (repressible)viable (null), decreased resistance to chemicals (null), inviable (repressible), absent hyphal growth (repressible), decreased invasive growth (null), absent utilization of carbon source (repressible)
C1_08510W_A	Subunit of the NuA4 histone acetyltransferase complex; Hap43-repressed; Spider biofilm repressed
C1_08520C_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null)
C1_08530W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_08040, <i>C. parapsilosis CDC317</i> : CPAR2_207180, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_114140 and <i>Debaryomyces hansenii CBS767</i> : DEHA2G13992g
C1_08540C_A	Phenotype:viable (null)
C1_08550C_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null)inviable (null), abnormal mitochondrial genome maintenance (repressible), abnormal mitochondrial genome maintenance (overexpression)
C1_08560W_A	Phenotype:viable (null)
C1_08570C_A	Phenotype:normal competitive fitness (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null)
C1_08580C_A	Phenotype:viable (null)viable (null)
C1_08590C_A	Phenotype:decreased rate vegetative growth (repressible), inviable (null)inviable (null), absent virulence (repressible), viable (null), abnormal protein transport (repressible), inviable (null)inviable (null)inviable (null)viable (null), viable (null)viable (repressible), decreased resistance to chemicals (null), decreased resistance to chemicals (repressible), inviable (repressible), decreased hyphal growth (conditional), inviable (null), inviable (null)inviable (null)inviable (null)viable (null)viable (null), inviable (null)inviable (null)inviable (null)
C1_08600C_A	Phenotype:absent virulence (repressible), viable (null), decreased invasive growth (null)
C1_08610C_A	Ortholog of S. cerevisiae Aim38/Rcf2, cytochrome c oxidase subunit; plasma membrane localized; Hap43- repressed; induced in oralpharyngeal candidasis; flow model biofilm induced; Spider biofilm repressed
C1_08620W_A	Phenotype:decreased competitive fitness (null), viable (null), normal rate vegetative growth (null), abnormal colony appearance (null)
C1_08630W_A	Ortholog(s) have RNA binding activity, role in cytoplasmic translation, mRNA processing and mitochondrion localization
C1_08640W_A	Phenotype:increased resistance to chemicals (null), decreased virulence (null), viable (overexpression)viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)
C1_08650C_A	Phenotype:viable (null)
C1_08660C_A	Phenotype:viable (null)viable (null)viable (null)
C1_08670W_A	Phenotype:viable (null), decreased resistance to chemicals (null), increased cell size (null), abnormal cell shape (null)
C1_08680C_A	Phenotype:viable (null)
C1_08690W_A	Ortholog(s) have succinate dehydrogenase (ubiquinone) activity
C1_08700W_A	Phenotype:viable (null)viable (null)
C1_08710W_A	Ortholog of <i>S. cerevisiae</i> : YNL050C, <i>C. glabrata CBS138</i> : CAGL0G01276g, <i>C. dubliniensis CD36</i> : Cd36_08220, <i>C. parapsilosis CDC317</i> : CPAR2_804440 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_94168
C1_08730W_A	Phenotype:viable (null)
C1_08740C_A	Phenotype:haploinsufficient (null)viable (null)
C1_08750W_A	Phenotype:viable (null)viable (null)
C1_08760W_A	Protein of unknown function; Hap43-repressed
C1_08770W_A	Phenotype:viable (null)viable (null)viable (null)viable (null)
C1_08780W_A	Phenotype:viable (null), decreased resistance to chemicals (null)
C1_08790W_A	Phenotype:viable (null), decreased resistance to chemicals (null), decreased invasive growth (null)
C1_08800W_A	Phenotype:normal competitive fitness (null), decreased rate vegetative growth (null), viable (null), normal colony appearance (null), viable (null)viable (null)
C1_08810C_A	Phenotype:viable (null)viable (null)
C1_08820C_A	Ortholog(s) have aminoacyl-tRNA hydrolase activity, role in mitochondrial translation and mitochondrion localization
C1_08830C_A	Protein of unknown function; C. albicans- and C. dubliniensis specific gene; rat catheter biofilm repressed
C1_08840W_A	Phenotype:viable (null)viable (null)viable (null)
C1_08850C_A	Phenotype:viable (null)viable (null)viable (null), viable (null)viable (null)viable (null)viable (null)
C1_08860C_A	Phenotype:normal competitive fitness (null), viable (null)viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null)
C1_08870C_A	Phenotype:viable (null), viable (null)viable (null)
C1_08880W_A	Phenotype:viable (null)
C1_08890C_A	Putative U2B'' component of the U2 snRNP, involved in splicing; contains an RNA recognition motif (RRM); ortholog of S. cerevisiae MSL1; Hap43p-induced gene
C1_08900W_A	Protein of unknown function; hyphal-induced expression, regulated by Cyr1, Ras1, Efg1; Hap43-induced gene; Spider biofilm induced
C1_08910C_A	Phenotype:decreased invasive growth (null)
C1_08920W_A	Ortholog(s) have structural constituent of ribosome activity and mitochondrial small ribosomal subunit localization
C1_08930C_A	Has domain(s) with predicted NADH dehydrogenase (ubiquinone) activity and mitochondrion localization
C1_08940C_A	Phenotype:haploinsufficient (null), viable (null)viable (null)viable (null), haploinsufficient (null)viable (null)viable (null), viable (null), haploinsufficient (null)haploinsufficient (null), normal virulence (null), normal biofilm formation (null), viable (null)viable (null), viable (null)viable (null)viable (null)viable (overexpression)
C1_08950W_A	Phenotype:viable (null)viable (null)viable (null)
C1_08980C_A	Phenotype:viable (null)
C1_08990C_A	Phenotype:decreased competitive fitness (null), absent invasive growth (null), decreased germ tube formation (null), viable (null)viable (null)viable (null), decreased virulence (null), abnormal hyphal growth (null), absent hyphal growth (null), viable (null), normal rate vegetative growth (null), absent protein/peptide modification (null), viable (null)viable (repressible), decreased protein secretion (null), viable (null)viable (null), viable (null)viable (repressible)viable (null), normal hyphal growth (null), abnormal chitin deposition (null), abnormal cell shape (null)
C1_09000W_A	Ortholog of <i>S. cerevisiae</i> : YTP1, <i>C. dubliniensis CD36</i> : Cd36_08490, <i>C. parapsilosis CDC317</i> : CPAR2_801590, <i>Candida tenuis NRRL Y- 1498</i> : CANTEDRAFT_109732 and <i>Debaryomyces hansenii CBS767</i> : DEHA2C10384g
C1_09010W_A	Phenotype:inviable (repressible)viable (null), inviable (repressible)
C1_09020W_A	Phenotype:decreased competitive fitness (null), viable (null)viable (null)viable (null), decreased rate vegetative growth (null), viable (null)viable (null)
C1_09030C_A	Cytochrome oxidase subunit V; putative upstream CCAAT box regulatory element; macrophage/pseudohyphal- induced; repressed by nitric oxide; intron in 5'-UTR; Hap43p-dependent repression in low iron medium
C1_09040C_A	Phenotype:viable (null)
C1_09050W_A	Phenotype:decreased phenotypic switching (null), viable (null), viable (null)viable (null)viable (null)viable (null)
C1_09060C_A	Phenotype:viable (null)
C1_09070W_A	Phenotype:viable (null), viable (null)haploinsufficient (null)
C1_09080C_A	Phenotype:normal competitive fitness (null), viable (null)viable (null)viable (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null)
C1_09090C_A	Phenotype:decreased adhesion (null), viable (null), increased hyphal growth (null), normal virulence (null), normal biofilm formation (null), decreased resistance to chemicals (null), viable (null)viable (null)
C1_09100W_A	Phenotype:decreased adhesion (null), viable (null), normal biofilm formation (null), decreased survival rate in stationary phase (null)
C1_09110W_A	Phenotype:viable (null)viable (null)viable (null)
C1_09120W_A	Phenotype:increased resistance to chemicals (null), abnormal protein/peptide distribution (null), decreased adhesion (null), viable (null), inviable (null)inviable (null)viable (null)inviable (repressible)viable (null)viable (null)viable (null)viable (null), decreased hyphal growth (null), decreased induction of host response (null), inviable (null)inviable (null)viable (null)inviable (repressible)viable (null)viable (null)viable (null), decreased resistance to chemicals (null), absent biofilm formation (null)
C1_09130W_A	Phenotype:normal competitive fitness (null), normal colony appearance (null), normal rate vegetative growth (null), inviable (null)viable (null)inviable (repressible)viable (null)viable (null)viable (null)viable (null)viable (null), inviable (null)viable (null)inviable (repressible)viable (null)viable (null)viable (null)viable (null)
C1_09140C_A	Phenotype:decreased filamentous growth (null), normal competitive fitness (null), viable (null)viable (null)viable (null)viable (null)viable (null), decreased ionic stress resistance (null), absent hyphal growth (null), viable (null), decreased osmotic stress resistance (null), decreased resistance to enzymatic treatment (null), normal rate vegetative growth (null), increased flocculation (null), viable (null)viable (null)viable (null)viable (null)viable (null)viable (null), decreased resistance to chemicals (null), viable (null)viable (null), normal virulence (repressible), abnormal colony appearance (null), delayed invasive growth (null)
